,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
329,Inflexor Ventures,Mumbai,FinTech,,10000000.0,,2020
330,Pandorum,Bangalore,Deeptech startup,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000.0,,2020
331,SpeakIn,Noida,Social Network,Homage Ventures.,,,2020
332,LetsUp,Mumbai,Publication,,,,2020
333,Newsreach,Gujarat,Publication,Mumbai Angels,,,2020
334,Dream11,Mumbai,Entertainment,"Steadview Capital, Tencent Holdings",225000000.0,,2020
335,SignalX,Hyderabad,SaaS platform,,750000.0,,2020
336,JetSynthesys,Mumbai,Tech,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000.0,,2020
337,Vesta Space Technology,Pune,Tech Startup,,10000000.0,,2020
338,Dozee,Bangalore,HealthTech,,1600000.0,,2020
339,Rebel Foods,Pune,Food,Coatue Management,50000000.0,,2020
340,Nykaa,Mumbai,Fashion,Steadview Capital,24700000.0,,2020
341,Ketto,Mumbai,Finance,"Mumbai Angels, Redcliffe Capital",7700000.0,,2020
342,Suryoday,Mumbai,Finance,"Gaja Capital, Kotak Life, Lok Capital",800000.0,,2020
343,SucSEED,Hyderabad,Finance,"DR. Moti Vyas, Udit Goyal",1300000.0,,2020
344,Unacademy,Bangalore,EdTech,"Nexus Venture Partners, Sequoia Capital",150000000.0,,2020
345,Strata,Bangalore,Real Estate,"Propstack, SAIF Partners",19067328.0,,2020
346,3one4 Capital,Bangalore,Venture capital,,100000000.0,,2020
347,WE-Hub,Hyderabad,Entreprenurship,,,,2020
348,Zomato,Haryana,Food devlivery,"MacRitchie Investments, Baillie Gifford",62000000.0,,2020
349,Vicara,Bangalore,Tech Startup,,,,2020
350,Gaana,Gurugram,Entertainment,"Tencent Holdings, Times Internet",51000000.0,,2020
351,EM3 Agri,Noida,AgriTech,"Global Innovation Fund, Soros Economic Development Fund",1000000.0,,2020
352,Plum,Thane,Cosmetics,"Ronald Conway, Bay Partners",115000.0,,2020
353,Odwen,Noida,Warehouse,Prospect Partners.,54000.0,,2020
354,Fasal,Bangalore,AgriTech,"Omnivore, Zeroth.AI",20000.0,,2020
355,Trukky,Ahmedabad,Logistics,Mumbai Angels.,,,2020
356,BankBazaar,Chennai,Online financial service,"Ramesh Srinivasan, Amazon",9000000.0,,2020
357,Specsmakers,Chennai,Eyeglasses,Eight Roads Ventures,3000000.0,,2020
358,Grinntech,Dehradun,Battery design,"Ashok Leyland, V Lakshmi Narayanan",2000000.0,,2020
359,CreditMantri,Chennai,Online credit management startup,"Ranjit Punja, R Sudarshan, Gowri Mukherjee",803146.0,,2020
360,Chai Waale,Chennai,Beverage,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000.0,,2020
361,Deepsync,Bangalore,Tech Startup,Venkat Raju,300000.0,,2020
363,ConnectedH,Gurgaon,HealthCare,,,,2020
364,Reliance Retail,Mumbai,E-commerce,Silver Lake Partners,10220000.0,,2020
365,QShala,Bangalore,EdTech,,300000.0,,2020
366,Pitstop,Bangalore,Car Service,"Clairvest Group, Ontario Centres of Excellence",1020000.0,,2020
367,Zomato,Haryana,Food devlivery,"MacRitchie Investments, Baillie Gifford",100000000.0,,2020
368,Customfit ai,Bangalore,SaaS startup,,,,2020
370,Hire Me Car,Noida,TravelTech,US based NRI Investors,,Seed,2020
371,Oga Fit,Bangalore,Fitness startup,"Inflection Point Ventures, Mitesh Shah",,Pre-series A,2020
372,ShipsKart,Delhi,E-commerce,Betatron,200000.0,Pre-series A,2020
374,Financepeer,Mumbai,EdTech,"Ravi Sanghvi, PitchRight Venture",3000000.0,Pre-series A,2020
375,Cashify,Gurugram,E-commerce,"Bessemer Venture Partners, CDH Investments",10000000.0,Debt,2020
376,Etrio,Hyderabad,EV startup,HNIs,3000000.0,Series A,2020
377,Codeyoung,Bangalore,EdTech,Guild Capital,,Seed,2020
378,StayQrious,Bangalore,EdTech,Y Combinator,2000000.0,Seed,2020
379,Sunstone Eduversity,Gurugram,EdTech,Prime Venture Partners,3000000.0,Series A,2020
380,Infilect,Bangalore,SaaS startup,"Mela Ventures, 1Crowd",1500000.0,Pre-series A,2020
381,MobiGarage,Delhi,E-commerce,,,Pre-series A,2020
382,Samunnati,Chennai,Agriculture,"responsAbility, Accel",20000000.0,Debt,2020
383,WeInnovate Biosolutions,Pune,Startup laboratory,Chiratae ventures,,Seed,2020
385,Smallcase,Bangalore,FinTech,"Sequoia Capital India, Blume Ventures",13400000.0,Series B,2020
387,Assiduus,Bangalore,E-commerce,VC Firm K Partners,1000000.0,Series A,2020
389,AFK Gaming,Mumbai,Entertainment,,200000.0,Pre-series A,2020
392,mCaffeine,Mumbai,Personal care startup,"RPSG Ventures, Amicus Capital",2900000.0,Series B,2020
393,Origa,Andheri,FinTech,"500 Startups, ah! Ventures",2000000.0,Debt,2020
394,GullyBuy Software,Pune,Tech Startup,,543000.0,Pre-series A,2020
395,Recordent,Hyderabad,FinTech,,,Seed,2020
396,MPL,Bangalore,Entertainment,"Base Partners, GO Ventures",90000000.0,Series C,2020
398,Onsitego,Mumbai,Customer service company,"Accel, Zodius Capital",30000000.0,Series B,2020
401,ClanConnect,Delhi,Marketing startup,,600000.0,Seed,2020
402,Servify,Mumbai,Service industry,"Blume Ventures, Tetrao",23000000.0,Series C,2020
403,ShareChat,Bangalore,Social media,"Lightspeed venture partners, saif partners",40000000.0,Pre-series C,2020
404,Rephrase.ai,Bangalore,AI,"Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020
405,Melorra,Bangalore,Jewellery,"Shadows Holdings, Lightbox",8090000.0,Debt,2020
406,FabHotels,Gurugram,Hospitality,"RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020
407,EkAnek,Delhi,Tech Startup,"Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020
408,Cub McPaws,Mumbai,AR startup,Venture Catalysts,800000.0,Pre-series A,2020
409,Zimyo,Gurgaon,HR Tech startup,"Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020
410,PumPumPum,Gurgaon,Automotive Startup,,360000.0,Debt,2020
411,Burgerama,Gurgaon,Food Startup,"Madison, Anicut",,Pre-series A,2020
412,Moms Co,Gurgaon,HealthCare,"DSG Consumer Partners, Saama Capital",8000000.0,Series B,2020
414,FPL Technologies,Pune,FinTech,"Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020
415,FITTR,Pune,Fitness startup,Surge,2000000.0,Pre-series A,2020
416,Illumnus,Pune,EdTech Startup,23 High Networth Individuals (HNIs).,100000.0,Seed,2020
417,CashKaro,Gurgaon,E-commerce,"Ratan Tata, Kalaari Capital",10000000.0,Series B,2020
418,Newton School,Bangalore,EdTech Startup,Nexus Venture Partners,650000.0,Seed,2020
419,Airmeet,Bangalore,Tech Startup,"Global Founders Capital, Redpoint",12000000.0,Series A,2020
421,InCred,Mumbai,Finance,"Pushpak Credit, Fiscal",5000000.0,Debt,2020
422,Toppr,Mumbai,EdTech,"Kaizenvest, Foundation Holdings",35000000.0,Series D,2020
423,CarTrade,Mumbai,Car Trade,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020
424,LEAD School,Mumbai,EdtTech,"Westbridge Capital, Elevar Equity",28000000.0,Series C,2020
425,Servify,Mumbai,Manufacturing,"Blume Ventures, Tetrao",11370000.0,Series C,2020
426,Lido Learning,Mumbai,EdTech,"BAce Capital, Madhur Deora",7500000.0,Series B,2020
427,Apna.co,Bangalore,Job portal,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020
428,Quintype Technologies,Bangalore,Tech,"IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020
429,Dunzo,Bangalore,Tech,"Wes Schwalje, Alteria Capital",28000000.0,Series E,2020
430,Entropik,Bangalore,AI Platform,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020
431,Livspace,Bangalore,Home Design,"Mercer Investments, Nicholas Cator",9000000.0,Series D,2020
432,Ultraviolette Automotive,Bangalore,Automation,TVS Motor Company,410000.0,Series B,2020
433,WinZO,Delhi,Gaming,"Makers Fund, Courtside Ventures",18000000.0,Series B,2020
434,SenseHawk,Bangalore,Solar SaaS,"Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020
435,Railofy,Mumbai,WL & RAC protection,Chiratae Ventures.,900000.0,Seed,2020
436,Eloelo,Bangalore,Social commerce,,450000.0,Seed,2020
437,Aibono,Bangalore,AgriTech,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020
438,BuildPan,Indore,SaaS startup,"Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020
439,Homelane,Bangalore,Home interior services,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,2020
440,MyGlamm,Mumbai,Fashion,Bessemer Venture Partners,1000000.0,Series B,2020
441,Aviom,Delhi,Finance,"Insitor Partners, C4D Partners",682000.0,Debt,2020
442,Flinto,Chennai,EdTech Startup,"Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,2020
443,WayCool,Chennai,Agritech startup,"FMO, IndusInd Bank",5060000.0,Series C,2020
444,YAP,Chennai,API platform,"Jitendra Gupta, Better Capital",4050000.0,Series A,2020
445,Big Bang Boom Solutions,Chennai,Deep Tech,"Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020
446,GUVI,Chennai,EdTech Startup,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020
447,BluSmart,Gurugram,Electricity,"Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,2020
448,Cell Propulsion,Bangalore,Automotive company,"growX ventures, Sangam Ventures",,Pre-series A,2020
449,MPL,Bangalore,Entertainment,"Sequoia Capital India, Times Internet",50000000.0,Series B,2020
450,Spoonshot,Bangalore,FMCG,"SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,2020
451,Pulse,Mumbai,FinTech,,750000.0,Pre-series A,2020
452,Groww,Bangalore,FinTech,"Y Combinator, Ribbit Capital",30000000.0,Series C,2020
453,i3 Systems,Mumbai,Insurance Tech,"Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020
454,SOAL,Mumbai,EdTech,"Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020
455,OckyPocky,Gurugram,EdTech,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020
460,Gamezop,Gurugram,Gaming,"Powerhouse ventures, Tracxn,",4300000.0,Series A,2020
461,Phool.co,Kanpur,Biomaterial startup,Kaplan Foundation,1400000.0,Pre-series A,2020
462,Chiratae Ventures,Bangalore,Venture capital,,,Seed Funding,2020
463,MedLife,Bangalore,Health,Ivy Icon,6800000.0,,2020
464,IDfy,Mumbai,IT,"Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020
465,True Balance,Gurugram,Finance,Balancehero,,Series C,2020
466,Bira91,Delhi,Craft Beer,Anicut Capital,764000.0,,2020
467,Max wholesale,Delhi,E-commerce,"Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,,2020
468,Craftsvilla,Mumbai,E-commerce,Supera Investments,409000.0,,2020
469,MechMocha,Bangalore,Entertainment,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020
470,Mindhouse,Gurugram,Healthtech,"GGV Capital, Sahi Barual",286000.0,,2020
471,DeepSync,Chandigarh,AI startup,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,,2020
472,Eruditus,Mumbai,Education,"Bertelsmann India Investments, Sequoia Capital India",,,2020
473,Gradeup,Noida,Education,"Times Internet, TLabs",546000.0,,2020
474,Tracxn,Bangalore,Investment,"Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020
475,Purple Style Labs,Mumbai,Fashion,"Jitendra Gupta, Astarc Ventures.",43000.0,,2020
476,ProPhysio,Bangalore,Health,Nestavera Ventures.,40900.0,,2020
477,Flickstree,Mumbai,Tech,"MOX, Venture Catalysts",40900.0,,2020
478,Settl,Gurugram,TravelTech,"Sojitz, SIG Global India Fund",,,2020
479,Fanspole,Thane,Entertainment,"Mohan Verma, Better Capital",,Pre-Seed,2020
480,Sarva,Mumbai,Healthcare,"Shikhar Dhawan, Mantra Capital",,,2020
481,Univ.ai,Bangalore,EdTech,Kiran Mazumdar Shaw.,,,2020
482,PurohitJi,Bangalore,Linguistic Spiritual,Bhadresh,,,2020
484,Brick&Bolt,Bangalore,Construction,"Meghna Agarwal, Navin Dhanuka",2200000.0,Series A,2020
485,Grinntech,Chennai,Battery manufacturer,"V Sumantran, V Lakshmi Narayanan",2000000.0,,2020
486,6Degree,Mumbai,Fashion,"Keiretsu Forum, SucSEED Venture Partners",340000.0,,2020
487,Exprs,Unknown,Nano Distribution Network,"Sweta Rau, Sandeep Kapoor",5660000.0,,2020
488,Bikayi,Hyderabad,E-commerce,Mantis ventures,2000000.0,Seed round,2020
489,Virtual Forest,Bangalore,Tech,Napino Auto and Electronics Ltd,,,2020
490,The Health company,Gurugram,AI health,"VCATS, First Cheque, 9Unicorns, Marquee investors",350000.0,,2020
491,TrulyMadly Matchmakers,Gurugram,Dating app,"AngelList, Inflection Point Ventures, The Chennai Angels",110000.0,Pre-series A,2020
492,TrueFan,Mumbai,Media,"Mayfield India, Saama Capital, Ronnie Screwvala",4300000.0,Seed round,2020
493,Fanspole,Mumbai,Gaming,Better Capital,,Pre-seed Round,2020
494,Byju's,Bangalore,EdTech,DST Global,122000000.0,,2020
495,Avail Finance,Bangalore,Fintech,"Alphawave, Matrix Partners",11635000.0,Series B,2020
496,The Money Club,Delhi,AI,Venture Catalysts,,,2020
497,Virohan,Gurgaon,Healthcare/Edtech,"Keiretsu Forum, Elea Foundation",2800000.0,Seed Round & Series A,2020
498,OneCode,Gurugram,Social Commerce,WaterBridge Ventures,,Seed round,2020
499,Verloop.io,Unknown,AI,Alpha Wave incubation,5000000.0,,2020
500,Otipy,Gurugram,Agritech/Commerce,Inflection Point Ventures,1000000.0,Pre Series A,2020
501,Evage,Chandigarh,Mobility tech,Anand Shah,,,2020
502,LEAD School,Mumbai,EdTech,"WestBridge Capital, Elevar Equity",28000000.0,Series C,2020
503,Trell,Bangalore,Social e-commerce,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",11000000.0,Series A,2020
504,Captain Fresh,Bangalore,Food & Logistics,Ankur Capital,2300000.0,Pre Series A,2020
505,Teachmint,Bangalore,EdTech,Better Capital,,,2020
506,Pixxel,Bangalore,SpaceTech,"Lightspeed India Partners, Blume Ventures, GrowX ventures",5000000.0,Seed round,2020
507,Habbit Health,Delhi,Nutrition Tech,"3one4 Capital, Angel list India",,Pre seed Round,2020
508,SmarterBiz,Bangalore,Tech,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.",1065000.0,Pre Series A,2020
509,Able Jobs,Bangalore,HR,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque.",2000000.0,,2020
510,Vieroots,Kochi,Healthtech,Suniel Shetty,,,2020
511,Stack Finance,Bangalore,Fintech,"SOSV, MOX (Mobile Only Accelerator)",,Seed round,2020
512,FPL Technologies,Pune,Fintech,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0,Series A,2020
513,Masai School,Bangalore,EdTech,"Unitus Ventures, India Quotient, AngelList India",2500000.0,Series A,2020
514,Mitron,Bangalore,Media,Nexus Venture Partners,5000000.0,Series A,2020
515,Daalchini,Noida,IoT,Artha Venture Fund,669000.0,Pre Series A,2020
516,Suno India,Unknown,Media,Shobu Yarlagadda,,Angel Round,2020
517,LendingKart,Ahmedabad,Fintech,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,2020
518,Text Mercato,Bangalore,,1Crowd,649600.0,Series A,2020
519,Eden Smart Homes,Unknown,IoT,Inflection Point Ventures,,,2020
520,GrayQuest,Mumbai,EdTech,Foundation Holdings,1000000.0,Pre Series A,2020
521,BigHaat,Bangalore,Agritech,"Ankur Capital, Beyond Next Ventures",2000000.0,Pre Series A,2020
522,CityCash,Mumbai,Fintech,Orios Venture Partners,1000000.0,Seed round,2020
523,HomeLane,Chennai,Interior design,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",1000000.0,Series D,2020
524,HungerBox,Bangalore,Foodtech,IIFL Income Opportunities Fund,6700000.0,Series C,2020
525,DaveAI,Bangalore,AI,Mumbai Angels Network,,,2020
526,Eduvanz,Mumbai,Fintech,Sequoia India,5000000.0,Series A,2020
527,ZipLoan,Delhi,Fintech,Stride Ventures,2000000.0,,2020
528,DocSumo,Mumbai,AI,"Better Capital, TechStars, Barclays.",220000.0,Seed round,2020
529,CUSMAT,Warangal,AR/VR,"Venture Catalysts,  Raveen Sastry",,,2020
530,Chingari,Bangalore,Media,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Seed round,2020
531,Bolo Indya,Gurugram,Media,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre series A1,2020
532,Data Sutram,Kolkata,AI,"Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,,2020
533,Wobot Intelligence,Delhi,AI,Sequoia Capital India,2500000.0,Pre Series A,2020
534,DrinkPrime,Bangalore,Appliance,Sequoia Surge,2879000.0,Pre Series A,2020
535,Infeedo,Gurugram,HR tech,Y Combinator,700000.0,,2020
536,Probus Smart Things,Delhi,IoT,Unicorn India Ventures,,Seed round,2020
537,CrowdPouch,Bangalore,Tech,Elina Investments,,Angel Round,2020
538,Rebel Foods,Mumbai,Food tech,Coatue Management,26500000.0,Series E2,2020
539,Hevo,Bangalore,Tech,"Qualgro, Lachy Groom",8000000.0,Series A,2020
540,BigSpoon Foods,Ahmedabad,Foodtech,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Pre series A,2020
541,Chingari,Bangalore,Media,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,2020
542,ShareChat,Bangalore,Media,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,,2020
543,DatStop,Delhi,Hospitality,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",,,2020
544,IPHM Services,Mumbai,Mental Health,Indian Angel Fund,,Seed Round,2020
545,Wellcure,Gurugram,Healthtech,Inflection Point Ventures,200000.0,,2020
546,VilCart,Bangalore,Ecommerce,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",,Bridge Round,2020
547,Firescore,Mumbai,Gaming,Crazy Labs,500000.0,,2020
548,BulBul,Gurgaon,Social commerce,Info Edge,,,2020
549,Toppr,Mumbai,Edtech,Foundation Holdings,46761000.0,Series D,2020
550,Pickright Technologies,Bangalore,Fintech,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,2020
551,Muse Wearables,Chennai,Tech,Dr. Bhaskar Rao Bollineni,3000000.0,,2020
552,SATYA Microcapital,Delhi,Fintech,BlueOrchard Finance Limited,,,2020
553,WYN Studio,Gurugram,Media,India Angel Fund,,Seed Round,2020
554,Fourth Partner Energy,Bangalore,Solar Solution,ResponsAbility Investments AG,15000000.0,,2020
555,Entri,Kochi,Edtech,Good Capital,1700000.0,Pre series A,2020
556,Snack Amor,Mumbai,Foodtech,Dr Srinivas Chunduru,,,2020
557,MPowered,Gurugram,SaaS,"Ashok Nichani, Shelly Nichani",21000000.0,Pre series A,2020
558,Leap Club,Gurugram,Social e-commerce,Titan Capital,,,2020
559,Ather Energy,Bangalore,Automobile,Hero MotoCorp,11241000.0,Series C,2020
560,Gigforce,Bangalore,HR tech,Unitus Venture,804000.0,,2020
561,Vegrow,Bangalore,Agritech,"Matrix Partners India, Ankur Capital",2500000.0,Seed Round,2020
562,Finn,Bangalore,Fintech,"Unicorn India, PointOne Capital, Astir Ventures",,Pre series A,2020
563,Bijnis,New Delhi,B2B marketplace,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,2020
564,iNurture,Bangalore,Edtech,BlackSoil Capital,1340000.0,,2020
565,StyleDotMe,Gurugram,Fashion Tech,Survam Partners,467000.0,Pre series A,2020
566,Ripsey,Mumbai,Nutrition tech,Ah! Ventures,133000.0,,2020
567,ThriveFNC,Pune,Health & Wellness,Rajesh Ranavat,,Seed Round,2020
568,Vedantu,Bangalore,Edtech,Coatue,100000000.0,Series D,2020
569,Magicpin,Gurugram,,Samsung Venture Investment Corporation,7000000.0,Series D,2020
570,Procol,Delhi,Agritech,Sequoia Surge,3823000.0,,2020
571,Yumlane,Mumbai,Cloud Kitchen,Jetty Ventures,1000000.0,Pre series A,2020
572,Crio,Bangalore,Edtech,021 Capital,934000.0,,2020
573,Openapp,Bangalore,IoT,Unicorn India Ventures,500000.0,,2020
574,PumPumPum,Gurugram,IoT/Automobile,LetsVenture Syndicate,293000.0,,2020
575,uFony Services Pvt ltd,Pune,Edtech,Chennai Angels,,,2020
576,Protinus Fashion Networking Pvt Ltd,Mumbai,Fashion,SucSEED Ventures,,Pre series A,2020
577,Uable,Bangalore,Edtech,3one4 Capital,,Seed Round,2020
578,ParkSmart,Delhi,IoT,Ah! Ventures,198000.0,,2020
579,Plum,Bangalore,Healthtech,Incubate Fund,927000.0,Seed Round,2020
580,IncNut Digital,Hyderabad,Ecommerce,RPSG Ventures,4000000.0,Series A,2020
581,GigIndia,Pune,Tech,Incubate Fund India,971000.0,Pre series A,2020
582,Specsmaker,Chennai,Eye Wear,Eight Road Ventures,3060000.0,,2020
583,Piggy Ride,Bangalore,SaaS,"JAFCO Asia, Artha Venture Fund",1862000.0,Pre series A,2020
584,Chai Waale,Chennai,Beverage,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,,2020
585,NOTO,Mumbai,Food,WEH Ventures,,Pre seed round,2020
586,Cuemath,Bangalore,Edtech,Trifecta Capital,2888000.0,Series B,2020
587,Cars24,Gurgaon,Automobile,Vivriti Capital,1328000.0,,2020
588,JetSynthesys,Pune,Digital tech,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,,2020
589,Earth Energy EV,Mumbai,Automobile,LR Joshi,,Seed Round,2020
590,Green Cure,Delhi,Health & Wellness,Venture Catalysts,,,2020
591,Blue Sky Analytics,Gurugram,Data Intelligence,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,2020
592,Edhusk,Jaipur,Edtech,Mumbai Angel Network,,,2020
593,Decentro,Bangalore,Fintech,Y Combinator,15500000.0,Series A,2020
594,Zolostays,Bangalore,Co-living,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,2020
595,Frontier Markets,Jaipur,Ecommerce,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Pre series A,2020
596,Brainwired,Kerala,Agritech,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",,,2020
